Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
yeasts,6,385,5.95,5,1,2,705.48,0.91,680,1
yell,4,3322,8.11,3,1,1,672.62,0.91,592,1
yelled,6,2100,7.65,4,1,2,663.78,0.97,625.11,1
yelling,7,2918,7.98,5,2,2,636,1,609.11,1
yellow,6,19319,9.87,4,2,1,618.91,0.94,560.82,1
yellowed,8,264,5.58,5,2,2,748.85,0.97,621.46,1
yellowish,9,255,5.54,6,3,2,680.83,0.94,594.5,0.96
yesterday,9,21313,9.97,7,3,2,696,1,597.07,1
yet,3,159994,11.98,3,1,1,600.35,1,595.07,1
yield,5,6182,8.73,4,1,1,607.03,0.97,672.31,0.96
yielded,7,918,6.82,6,2,2,672.21,0.97,644.79,1
yielding,8,926,6.83,6,2,2,657.64,0.88,646.92,1
yields,6,2699,7.9,5,1,2,705.39,0.91,648.79,1
yoga,4,1985,7.59,4,2,1,691.67,0.94,604.63,1
yogurt,6,1279,7.15,5,2,1,761.52,0.94,573.85,1
York's,6,523,6.26,5,1,2,647.91,0.97,613.93,1
Yorktown,8,532,6.28,7,2,2,721.24,0.97,609.26,0.96
you'll,6,88349,11.39,3,1,2,705.53,0.94,642.18,1
young,5,66849,11.11,3,1,1,700.34,0.91,556.92,1
younger,7,10673,9.28,5,2,2,626.13,0.97,604.33,1
youngest,8,1536,7.34,7,2,2,703.9,0.91,608.26,1
youngster,9,508,6.23,6,2,2,721.44,0.94,603.08,1
youngsters,10,1043,6.95,7,2,3,729.06,1,647.58,1
yours,5,32621,10.39,4,1,1,719.25,0.97,560.5,1
yourself,8,84061,11.34,7,2,2,671.75,1,600.69,1
youth,5,14084,9.55,3,1,1,688.61,0.94,692.36,0.96
youthful,8,828,6.72,5,2,2,745.67,0.97,645.46,1
youths,6,873,6.77,4,1,2,731.97,0.94,630.96,1
you've,6,68786,11.14,3,1,2,725.9,0.91,633.22,1
zap,3,3385,8.13,3,1,1,675.81,0.97,559.54,1
zeal,4,700,6.55,3,1,1,707.13,0.91,653.39,1
zebra,5,915,6.82,5,2,1,626.68,1,643,1
wheel,5,19368,9.87,4,1,1,563.42,0.97,600.38,1
wheelchair,10,1188,7.08,7,2,2,747.5,1,609.81,1
wheeled,7,475,6.16,5,1,2,709.44,0.97,624,1
wheeling,8,647,6.47,6,2,2,692.12,1,644.11,1
wheels,6,11748,9.37,5,1,2,666.45,0.94,591.58,1
wheezing,8,248,5.51,6,2,2,753.58,0.97,652.82,1
whenever,8,22956,10.04,7,3,2,733.67,0.97,611.33,1
where's,7,4409,8.39,5,1,2,700.29,1,597.07,1
wherever,8,6480,8.78,7,3,2,763.28,0.91,692.15,0.96
whether,7,112151,11.63,5,2,1,790.61,0.97,639.56,1
whimper,7,489,6.19,6,2,1,785.59,0.91,633.26,0.96
whimpering,10,432,6.07,8,3,2,738.58,0.94,641.57,1
whine,5,3757,8.23,4,1,1,684.48,0.91,587.71,1
whining,7,5294,8.57,6,2,2,754.58,0.94,626.04,1
whipped,7,2097,7.65,5,1,2,644.18,1,599.82,1
whipping,8,1603,7.38,6,2,2,625.31,0.97,595.79,1
whips,5,1144,7.04,5,1,2,593.94,1,571.72,1
whirl,5,387,5.96,4,1,1,580.97,0.97,560.37,1
whirled,7,370,5.91,5,1,2,638.97,1,618.97,1
whirling,8,2788,7.93,6,2,2,655.65,1,630.79,1
whirlpool,9,435,6.08,7,2,2,686.39,0.97,628.96,1
whirlwind,9,598,6.39,8,2,2,789.22,0.91,662.18,1
whisk,5,300,5.7,5,1,1,634.62,0.91,551.5,1
whiskers,8,437,6.08,7,2,2,660.82,1,596.71,1
whiskey,7,1364,7.22,6,2,1,622.59,1,601.22,1
whisky,6,620,6.43,6,2,1,612.24,0.97,652.58,1
whisper,7,1759,7.47,6,2,1,608.65,1,598,1
whispered,9,2772,7.93,7,2,2,700.94,1,656.93,1
whispering,10,940,6.85,8,3,2,661.06,0.97,613.52,1
whispers,8,1256,7.14,7,2,2,657.24,1,582.36,1
whistle,7,2672,7.89,5,2,1,700.82,1,599.15,1
whistled,8,283,5.65,6,2,2,687.03,0.97,619.81,0.96
whistling,9,748,6.62,7,3,2,751.85,1,646.77,0.96
white,5,149742,11.92,4,1,1,553.97,0.97,566.33,1
whitehead,9,543,6.3,7,2,2,761.12,0.97,672.29,1
whites,6,6975,8.85,5,1,2,605.5,1,611.89,0.96
white's,7,681,6.52,5,1,2,692.52,0.97,585.85,1
whitewash,9,195,5.27,7,2,2,759.67,0.94,657.19,0.96
Whitney,7,1830,7.51,6,2,1,733.18,0.9,698.68,1
whittle,7,467,6.15,5,2,1,763.65,0.91,681.39,1
whiz,4,865,6.76,4,1,1,671.67,0.94,609.75,1
whole,5,120697,11.7,3,1,1,612.87,0.97,568.32,1
wholeness,9,190,5.25,6,2,2,705.35,0.94,673.63,1
wholesale,9,4518,8.42,6,2,2,655.31,1,654.89,1
wholesome,9,572,6.35,5,2,2,653.03,0.97,659.42,1
whopper,7,268,5.59,5,2,2,673.56,0.94,613.5,1
who's,5,23501,10.06,3,1,2,600.89,1,592.62,1
wick,4,559,6.33,3,1,1,629.94,0.94,580.62,1
wicked,6,4211,8.35,5,2,1,698.45,1,629.85,0.96
wickedness,10,397,5.98,8,3,2,778.88,1,679.42,1
wicker,6,380,5.94,4,2,1,651.9,0.88,603.86,1
wide,4,63297,11.06,3,1,1,561.12,0.97,565.43,1
widely,6,13343,9.5,5,2,2,569.77,1,637.63,1
widespread,10,5621,8.63,8,2,2,770.88,0.97,656.04,1
widow,5,1887,7.54,4,2,1,615.59,0.97,626.81,1
widowed,7,268,5.59,5,2,2,686.39,0.97,702.07,1
width,5,7473,8.92,4,1,2,741.71,0.91,597.27,1
wife's,6,2703,7.9,4,1,2,624.35,0.94,588.67,0.96
wig,3,961,6.87,3,1,1,579.91,1,554.59,1
wiggle,6,1025,6.93,4,2,1,687.28,0.97,608.63,0.96
wiggled,7,448,6.1,5,2,2,724.06,0.97,631.3,1
wild,4,23869,10.08,4,1,1,576,1,568.54,1
wildcat,7,2081,7.64,7,2,2,639.32,1,607.11,1
wildfire,8,794,6.68,7,2,2,652.18,1,666.46,1
wildlife,8,4582,8.43,7,2,2,664.09,1,669.04,0.96
William,7,40735,10.61,6,2,1,677.67,0.94,635.79,0.96
Willie,6,3751,8.23,4,2,2,681.62,0.91,669.19,1
willing,7,55709,10.93,5,2,2,625.26,1,616.15,1
willingly,9,1568,7.36,7,3,3,741.18,1,643.54,1
willow,6,3826,8.25,4,2,1,663.74,0.97,609.36,1
willows,7,231,5.44,5,2,2,634.59,0.97,608.36,1
willpower,9,361,5.89,6,2,2,726.97,0.97,597.35,1
wills,5,1865,7.53,4,1,2,703.23,0.94,589.27,1
willy,5,2606,7.87,4,2,2,738.07,0.88,633.35,0.96
Wilson,6,15546,9.65,5,2,2,619.44,1,599.77,0.96
Wilson's,8,622,6.43,6,2,3,655.3,0.97,640.12,1
win,3,64799,11.08,3,1,1,584.53,1,569.29,1
windfall,8,206,5.33,7,2,2,689.35,1,667.07,0.96
windmill,8,302,5.71,7,2,2,675.55,1,607.77,1
window,6,54926,10.91,5,2,1,640.13,0.94,601.92,0.96
winds,5,6439,8.77,5,1,2,564.79,0.97,647.79,0.96
windshield,10,1386,7.23,8,2,2,783.56,0.94,683.64,1
windy,5,1176,7.07,5,2,2,608.52,0.97,654.62,0.96
wine,4,13077,9.48,3,1,1,568.21,1,562.54,1
wines,5,1375,7.23,4,1,2,614.59,0.85,600.69,0.96
wing,4,15248,9.63,3,1,1,677.61,0.97,605.96,1
winged,6,674,6.51,4,1,2,756.53,0.91,626.76,0.96
wings,5,8932,9.1,4,1,2,600.75,0.97,550.15,1
winked,6,283,5.65,5,1,2,680.53,0.97,616.83,1
winner,6,11890,9.38,4,2,2,587.55,0.97,587.61,1
winners,7,7270,8.89,5,2,3,611.35,1,596.38,1
wins,4,11609,9.36,4,1,2,603.78,0.97,583.63,1
Winston,7,4282,8.36,7,2,2,735.09,0.94,634.46,1
winter,6,23910,10.08,5,2,1,552.24,1,576.07,0.96
winters,7,1470,7.29,6,2,2,770.24,1,599.15,1
wipe,4,4281,8.36,3,1,1,665.62,1,579.43,1
wiped,5,3110,8.04,4,1,2,605.21,1,579.36,1
wiper,5,364,5.9,4,2,2,670.5,0.91,596.7,0.96
wiping,6,1395,7.24,5,2,2,766.6,0.91,631.37,0.96
wire,4,16615,9.72,3,1,1,600.67,1,573.29,1
wired,5,4113,8.32,4,1,2,604.83,1,597,1
wireless,8,6503,8.78,6,2,2,598.09,1,633.28,1
wires,5,5638,8.64,4,1,2,614.62,0.97,593.85,1
wiring,6,3625,8.2,5,2,2,709.45,0.94,700.93,1
wisdom,6,12554,9.44,6,2,2,645.06,1,599.08,1
wise,4,13444,9.51,3,1,1,650.97,1,554.15,1
wisely,6,1346,7.2,5,2,2,644,1,554.28,1
wiser,5,1097,7,4,2,2,597.35,0.94,619.04,1
wished,6,4114,8.32,4,1,2,583.45,0.97,642.81,1
wishes,6,14513,9.58,5,2,2,559.79,0.97,566.35,1
wishful,7,1488,7.31,5,2,2,685.17,0.97,632.07,1
wishing,7,5284,8.57,5,2,2,645.39,0.97,585.04,1
witch,5,8139,9,3,1,1,639.66,0.97,558.18,1
witchcraft,10,1063,6.97,8,2,2,698.43,1,667.74,0.96
witches,7,3876,8.26,5,2,2,609.56,0.97,601.04,1
withdraw,8,5353,8.59,6,2,2,675.65,1,647.29,1
withdrawal,10,2589,7.86,8,2,3,714.84,0.97,607.46,0.96
withdrawn,9,2177,7.69,7,2,3,713.31,1,603.67,0.96
withdrew,8,1455,7.28,6,2,2,752.2,0.91,629.67,1
withheld,8,1214,7.1,7,2,2,736.21,1,603.7,1
withhold,8,851,6.75,7,2,2,706.91,1,571.81,1
within,6,120308,11.7,5,2,2,602.27,1,615.5,1
withstand,9,1354,7.21,8,2,2,647.24,0.97,651.73,0.96
witness,7,8308,9.02,6,2,1,694.65,1,596.93,1
witnessed,9,2655,7.88,7,2,2,781.24,1,610.69,1
witnesses,9,5406,8.6,8,3,2,738.41,1,651.36,0.97
wits,4,1046,6.95,4,1,2,670.47,0.88,575.28,1
wives,5,3405,8.13,4,1,2,636.3,1,562.41,1
wizard,6,12369,9.42,5,2,1,607.03,1,564.79,1
wallet,6,2303,7.74,5,2,1,665.94,1,560.46,1
wallowing,9,244,5.5,6,3,2,770.66,0.85,675.52,0.96
wallpaper,9,992,6.9,7,3,2,620.76,1,603.64,1
walls,5,12120,9.4,4,1,2,615.53,0.97,562.41,1
walnut,6,3420,8.14,6,2,2,637.03,0.97,583.38,1
walnuts,7,287,5.66,7,2,3,692.03,1,594.46,1
Walt,4,4628,8.44,4,1,1,694.4,0.94,605.19,0.96
Walter,6,9900,9.2,5,2,1,788.97,0.94,594.18,1
Walters,7,1097,7,6,2,1,655.13,0.97,626.32,1
Walton,6,1963,7.58,5,2,2,767.67,0.91,656.19,1
waltz,5,1181,7.07,5,1,1,679.97,1,580.18,1
wand,4,5420,8.6,4,1,1,696.9,0.88,625.57,1
wander,6,2521,7.83,5,2,1,707.59,0.88,613.73,0.96
wanders,7,648,6.47,6,2,2,726.94,0.97,637.15,0.96
wanted,6,92414,11.43,6,2,2,531.73,1,579.04,1
wanting,7,12942,9.47,6,2,2,683.13,0.94,653.04,1
wants,5,60875,11.02,5,1,2,593.35,0.97,599.96,1
ward,4,24382,10.1,4,1,1,669.09,0.94,579.3,1
warden,6,688,6.53,5,2,2,766.29,0.88,655.23,1
wardrobe,8,826,6.72,7,2,1,763.67,1,677.42,0.96
wards,5,863,6.76,5,1,2,678.03,0.88,595.96,1
ware,4,1931,7.57,3,1,1,690.68,0.94,703.82,1
warehouse,9,4496,8.41,6,2,2,717.76,1,640.85,1
warehouses,10,650,6.48,8,3,3,766.64,0.97,647.07,1
warfare,7,4468,8.4,6,2,2,728.24,1,623.5,0.96
warhead,7,593,6.39,6,2,2,776.36,0.97,649,0.96
warlock,7,1131,7.03,6,2,1,731.36,0.97,642.54,0.96
warm,4,21018,9.95,4,1,1,591.53,0.97,557.3,1
warmed,6,1145,7.04,5,1,2,626.55,0.97,600.04,1
warmer,6,1790,7.49,5,2,2,741.91,1,634.11,1
warming,7,2895,7.97,6,2,2,617,0.97,623.81,1
warmly,6,700,6.55,6,2,2,617.03,0.91,647.5,1
warmth,6,2499,7.82,5,1,1,595.06,0.97,634.12,1
warn,4,4211,8.35,4,1,1,608.58,0.97,568.54,1
warned,6,20428,9.92,5,1,2,601.45,0.97,604.18,1
warning,7,22068,10,6,2,2,612.12,0.97,564.82,1
warnings,8,3883,8.26,7,2,3,623.97,1,597.7,0.96
warns,5,1612,7.39,5,1,2,730.61,0.97,609.52,1
warp,4,50145,10.82,4,1,1,713.97,1,640.44,0.96
warped,6,3385,8.13,5,1,2,719.1,0.91,674.76,1
warping,7,763,6.64,6,2,2,787,0.91,623.93,1
warrant,7,6476,8.78,6,2,1,724.61,0.97,635.5,1
warrants,8,2025,7.61,7,2,2,633.76,1,648.81,0.96
warranty,8,12508,9.43,7,3,2,733.19,0.94,677.93,1
Warren's,8,215,5.37,6,2,2,709.81,0.97,636.73,1
warrior,7,10894,9.3,5,2,2,665.52,1,610.32,1
warriors,8,9041,9.11,6,2,3,624.3,0.97,635.96,1
wars,4,24595,10.11,4,1,2,594.43,1,552.89,1
war's,5,297,5.69,4,1,2,711.79,1,573.61,1
warship,7,505,6.22,6,2,2,788.47,0.88,634.56,0.96
wart,4,224,5.41,4,1,1,678.97,0.94,583.79,1
wartime,7,883,6.78,6,2,2,704.41,1,627.26,1
warts,5,437,6.08,5,1,2,663.03,0.94,616.56,1
washable,8,240,5.48,6,3,2,634.79,1,618.85,1
washcloth,9,198,5.29,7,2,2,712.59,1,619.78,1
washed,6,3200,8.07,4,1,2,620.17,1,588.78,1
washer,6,1011,6.92,4,2,2,628.68,0.97,591.96,1
washes,6,612,6.42,5,2,2,628.25,0.94,593.63,1
washing,7,3340,8.11,5,2,2,669.06,0.97,602.07,1
Washington,10,58595,10.98,8,3,2,663.58,0.97,579.21,1
washroom,8,187,5.23,6,2,2,738.35,1,618.7,0.96
wasn't,6,75553,11.23,5,2,2,644.03,1,638.19,1
waste,5,27081,10.21,4,1,1,679.03,0.97,560.81,1
wasted,6,6465,8.77,6,2,2,612.76,1,584.92,1
wasteful,8,1059,6.97,6,2,2,676.31,0.94,594.11,1
wasteland,9,785,6.67,8,2,2,670.15,0.97,654.39,1
wastes,6,2565,7.85,5,1,2,692.73,0.88,597.82,1
wasting,7,6985,8.85,6,2,2,678.9,0.94,694.12,1
watchdog,8,968,6.88,6,2,2,703.58,1,621.82,1
watched,7,16607,9.72,4,1,2,633.19,0.97,558.22,1
watchers,8,1148,7.05,5,2,3,641.31,1,580.75,1
watches,7,3012,8.01,5,2,2,617.91,1,569.04,1
watchful,8,282,5.64,5,2,2,644.81,0.94,617.56,1
watchman,8,608,6.41,6,2,2,652.06,0.97,605.71,1
watchmen,8,395,5.98,6,2,2,650.35,1,603.12,1
watchtower,10,742,6.61,6,2,2,763.52,0.88,663.1,1
water,5,105961,11.57,4,2,1,564.88,1,569.7,0.96
watercolor,10,196,5.28,8,4,2,686.28,0.97,644.81,0.96
watered,7,824,6.71,5,2,2,694.53,0.91,620.52,1
waterfall,9,818,6.71,7,3,2,638.94,1,578.36,1
waterfalls,10,378,5.93,8,3,3,703.97,0.97,652.57,1
watering,8,767,6.64,6,3,2,791.12,0.94,665.89,1
waterproof,10,867,6.77,8,3,2,654.42,1,599.29,1
waters,6,6750,8.82,5,2,2,580.72,0.97,614.89,0.96
waterway,8,211,5.35,6,3,2,684.15,1,633.67,0.96
waterways,9,277,5.62,7,3,3,694.28,1,630.93,1
watery,6,486,6.19,5,3,2,700.94,0.97,583.36,1
Watson,6,5810,8.67,5,2,2,682.38,0.97,611.19,1
Watson's,8,210,5.35,6,2,3,784.73,1,594.44,0.96
watt,4,3446,8.14,3,1,1,703.1,0.85,611.41,1
waved,5,1146,7.04,4,1,2,633.85,1,576.46,1
wavelength,10,1392,7.24,7,2,2,691.15,0.97,625.25,1
waver,5,197,5.28,4,2,1,715.2,0.94,603.61,1
waves,5,10070,9.22,4,1,2,534.7,0.97,567.96,1
waving,6,2055,7.63,5,2,2,726.39,0.97,606.86,1
wavy,4,661,6.49,4,2,2,680.65,0.94,597.77,1
wax,3,5389,8.59,4,1,1,638.15,0.97,579.37,1
waxed,5,534,6.28,5,1,2,645.33,1,557.67,1
waxing,6,476,6.17,6,2,2,693.48,0.97,570.86,1
Wayne,5,14115,9.55,3,1,1,726.97,1,647.14,1
ways,4,54302,10.9,3,1,2,591.79,0.97,595.39,1
wayside,7,426,6.05,5,2,2,631.34,0.94,599.36,1
weaken,6,1229,7.11,5,2,2,647.25,0.94,618.31,1
weakened,8,1423,7.26,6,2,3,659.42,1,622.68,1
weakening,9,737,6.6,7,3,3,758.09,1,695.96,1
weakens,7,404,6,6,2,3,691.82,0.97,622.28,1
weaker,6,2775,7.93,4,2,2,612.64,0.97,566.62,1
weakest,7,981,6.89,6,2,2,715.12,0.97,616.77,1
weakly,6,589,6.38,5,2,2,629.06,1,640.29,1
weakness,8,5396,8.59,6,2,2,575.39,1,616.62,1
wealth,6,11934,9.39,4,1,1,587.15,0.97,604.33,1
wealthy,7,4864,8.49,5,2,2,612.59,1,614.54,1
weapon,6,19739,9.89,5,2,1,620.74,0.97,573.18,1
weapons,7,28521,10.26,6,2,2,585.71,1,574.08,0.96
wearing,7,18958,9.85,5,2,2,732,1,627.74,0.96
wears,5,3594,8.19,4,1,2,631.97,0.94,592.35,1
weary,5,1145,7.04,4,2,1,664.24,0.94,654.5,1
weasel,6,1522,7.33,5,2,1,695.03,1,628.78,1
weather,7,21328,9.97,4,2,1,602.94,1,656.21,1
weathered,9,260,5.56,5,2,2,771.94,0.97,604.67,1
weave,5,1125,7.03,3,1,1,599.57,0.91,619.7,1
weaver,6,2833,7.95,4,2,2,686.66,0.94,632.14,1
web,3,140289,11.85,3,1,1,618.74,1,558.26,1
Webster's,9,1172,7.07,7,2,2,632.69,1,596.41,1
wed,3,15098,9.62,3,1,1,613.28,0.97,598.89,0.97
wedding,7,12528,9.44,5,2,2,605.39,1,598.15,1
weddings,8,1622,7.39,6,2,3,612.55,1,593.96,1
wedged,6,312,5.74,4,1,2,603.24,0.94,578.44,1
wedlock,7,366,5.9,6,2,2,748.86,0.88,658.21,1
Wednesday,9,13529,9.51,6,2,2,792.21,0.97,611.11,1
weed,4,3010,8.01,3,1,1,583.94,0.94,567.61,1
weeded,6,201,5.3,5,2,2,668.72,0.88,644.11,1
weeds,5,1111,7.01,4,1,2,597.24,1,552.96,1
week,4,109477,11.6,3,1,1,608.48,0.97,569.36,1
weekday,7,920,6.82,5,2,2,711.09,0.97,645.89,1
weekend,7,24127,10.09,6,2,2,650.85,1,581.56,0.96
weekends,8,5103,8.54,7,2,3,658.94,0.97,674.58,1
weekly,6,18719,9.84,5,2,2,622.44,0.94,564.63,1
weeks,5,69740,11.15,4,1,2,658.67,0.91,583.68,1
week's,6,4103,8.32,4,1,2,625.79,0.88,609.2,0.96
weep,4,826,6.72,3,1,1,593.3,0.97,558.96,1
weeping,7,601,6.4,5,2,2,749,0.97,567.71,1
weighed,7,1709,7.44,3,1,2,687.35,0.91,626.42,1
weighing,8,1303,7.17,4,2,2,701.76,1,605.62,0.96
weighs,6,2042,7.62,3,1,2,746.67,0.91,596.46,1
weight,6,33958,10.43,3,1,2,544.06,1,574,1
weighted,8,1685,7.43,5,2,3,639.18,1,630.38,0.96
weights,7,3360,8.12,4,1,3,610.85,1,616.96,1
weird,5,16200,9.69,4,1,1,674.76,0.97,610.25,1
weirdo,6,412,6.02,5,2,2,730.15,0.87,648.92,1
welcomed,8,4903,8.5,7,2,2,728.48,0.94,552.46,1
welcomes,8,1268,7.15,7,2,2,608.45,1,589.75,1
welder,6,339,5.83,5,2,2,748,0.91,622.5,0.96
welding,7,986,6.89,6,2,2,678.48,0.91,611.7,0.96
welfare,7,20499,9.93,6,2,2,672.48,0.97,560.79,1
wells,5,5000,8.52,4,1,2,616,0.94,606.7,1
Welsh,5,3305,8.1,4,1,1,692.19,0.91,558.57,1
welts,5,311,5.74,5,1,2,684.5,0.88,570.81,1
went,4,115581,11.66,4,1,1,608.35,0.91,569.33,1
wept,4,406,6.01,4,1,1,623.29,0.91,574,1
we're,5,63958,11.07,3,1,2,682.5,0.97,642.5,0.96
weren't,7,20532,9.93,4,1,2,793.66,0.85,634.84,0.96
west,4,62838,11.05,4,1,1,582.74,0.97,583.61,1
western,7,38452,10.56,6,2,2,680.09,0.97,589,1
wetlands,8,844,6.74,8,2,3,682.06,1,617.28,1
wetness,7,771,6.65,6,2,2,647.57,0.88,635.29,1
wetting,7,569,6.34,5,2,2,727.52,0.97,605.78,0.96
we've,5,33027,10.41,3,1,2,763.87,0.97,584.25,1
whack,5,1781,7.48,4,1,1,677.76,0.88,610.96,1
whacked,7,453,6.12,5,1,2,723.67,0.91,604.21,1
whale,5,2271,7.73,4,1,1,649.91,1,614.75,1
whatever,8,81172,11.3,7,3,2,695.15,1,615.54,1
what's,6,72133,11.19,5,1,2,695.61,0.94,564.38,0.96
wheat,5,4108,8.32,4,1,1,627.88,0.97,607.48,1
veteran's,9,204,5.32,8,3,2,731.55,0.97,700.19,1
viable,6,5433,8.6,5,2,1,752.31,0.91,657.27,0.96
vibes,5,686,6.53,4,1,2,673.16,0.94,591.93,1
vibrant,7,845,6.74,7,2,2,701,0.97,654.88,1
vibrate,7,543,6.3,6,2,2,624.24,0.97,631,0.96
vice,4,15887,9.67,3,1,1,673.66,0.97,625.19,1
vices,5,481,6.18,5,2,2,769.97,0.91,697.54,0.96
Vicky,5,1154,7.05,4,2,2,638.31,0.97,607.89,1
victim,6,11638,9.36,6,2,1,651.03,0.97,641.59,1
victims,7,11875,9.38,7,2,2,649.79,0.97,613.63,1
victim's,8,819,6.71,7,2,2,645.71,1,567.72,1
victor,6,8917,9.1,5,2,1,720.06,1,623.52,1
Victoria,8,7684,8.95,8,3,2,670.41,1,671.59,1
victories,9,1362,7.22,8,3,3,773.56,0.97,673.35,1
victory,7,11304,9.33,7,3,2,568.03,0.97,597.21,1
video,5,110183,11.61,5,3,1,579.17,1,573.22,1
videotape,9,2152,7.67,8,4,2,677.24,1,598.93,1
Vienna,6,4100,8.32,5,3,2,740.76,0.97,699.28,0.96
view,4,75014,11.23,3,1,1,522.78,0.94,607.17,1
viewed,6,7243,8.89,4,1,2,651.39,1,664.5,1
viewer,6,9597,9.17,4,1,2,663.79,0.97,697.29,1
viewers,7,6860,8.83,5,1,3,665.38,1,658.46,1
viewing,7,9475,9.16,5,2,2,631.12,0.97,687.04,1
viewpoint,9,4939,8.5,7,2,2,684.47,0.91,678.07,1
views,5,36484,10.5,4,1,2,628.85,0.97,627.92,1
vigor,5,712,6.57,4,2,1,711.5,0.94,668.93,1
vigorous,8,1184,7.08,6,3,2,724.57,0.94,630.46,0.96
Viking,6,2727,7.91,5,2,1,699.5,0.97,662.57,1
Vikings,7,1470,7.29,6,2,2,747.44,1,615.14,1
vile,4,2724,7.91,3,1,1,685.19,0.91,633.61,1
villagers,9,1046,6.95,7,3,3,731.59,1,698.93,1
villages,8,3279,8.1,7,3,2,714.87,0.94,663.77,1
Vince,5,4794,8.48,4,1,1,695.62,0.91,668.32,1
Vincent,7,5406,8.6,6,2,1,684.64,1,680.42,0.96
vine,4,1241,7.12,3,1,1,687.81,0.91,581.76,1
vines,5,2060,7.63,4,1,2,674.35,0.94,642.44,1
violate,7,5113,8.54,6,2,2,656.09,1,650.11,1
violated,8,4455,8.4,8,3,3,678.56,1,650,1
violates,8,2876,7.96,7,2,3,658.16,0.97,684.48,1
violating,9,3435,8.14,8,3,3,697.16,0.91,668.75,1
violence,8,19852,9.9,7,2,2,623.62,1,634.18,1
violent,7,12285,9.42,7,2,2,641,1,636.57,1
violet,6,1241,7.12,6,2,1,670.78,0.97,659.07,1
violets,7,346,5.85,7,2,2,666.74,0.94,700.81,0.96
violin,6,2583,7.86,6,2,1,706.9,0.97,632.11,1
violins,7,395,5.98,7,2,2,737.97,1,688.04,1
viper,5,3308,8.1,4,2,1,660.48,0.94,620.7,1
virgin,6,7884,8.97,5,2,1,726.33,0.97,616.07,1
Virgo,5,546,6.3,4,2,1,660.1,0.94,657.8,0.96
virtual,7,31841,10.37,6,2,1,614.61,0.94,656.67,1
virtually,9,14939,9.61,7,3,2,704.12,1,660.2,0.96
virtue,6,4552,8.42,4,2,1,644.97,1,622.25,1
virtues,7,1503,7.32,5,2,2,771.29,1,671.66,1
virus,5,24356,10.1,5,2,2,609.79,0.97,634.39,1
visible,7,12546,9.44,6,3,2,647.97,0.97,649.67,1
visibly,7,812,6.7,7,3,3,685.17,1,672.85,0.96
vision,6,20427,9.92,4,2,2,598.74,1,594.35,1
visionary,9,1019,6.93,7,4,3,767.79,0.97,665.19,1
visions,7,5422,8.6,5,2,3,589.66,0.97,655.96,1
visit,5,43874,10.69,5,2,1,569.18,1,568.64,1
visited,7,8216,9.01,7,3,2,641.6,1,617.03,1
visiting,8,8123,9,7,3,2,651.25,0.91,620.86,1
visitor,7,2636,7.88,6,3,2,673.44,1,626.39,1
visitors,8,4376,8.38,7,3,3,661.29,1,700.74,1
visits,6,4095,8.32,6,2,2,605.64,0.97,619.12,0.96
visor,5,544,6.3,4,2,1,644.91,0.97,678.14,1
visual,6,31701,10.36,6,2,2,651.73,0.91,667.67,0.96
visualize,9,1411,7.25,8,3,3,756.79,1,642.71,1
vital,5,8687,9.07,4,2,1,659.68,0.97,647.44,1
vitamins,8,2558,7.85,8,3,2,668.16,0.97,686.54,1
vivid,5,1936,7.57,5,2,2,702.88,0.97,664.89,1
vocal,5,5625,8.63,5,2,2,614.74,1,604.61,1
vocalist,8,1161,7.06,8,3,3,703.3,0.97,688,0.96
vocally,7,297,5.69,6,3,3,775.29,0.94,700.75,1
vocals,6,4651,8.44,6,2,3,609.47,1,605.61,1
vodka,5,897,6.8,5,2,1,616.93,0.91,668.96,1
vogue,5,1170,7.06,3,1,1,678.55,0.97,684.61,1
voice,5,81827,11.31,3,1,1,555.91,0.97,647.14,1
voiced,6,1628,7.4,4,1,2,680.23,0.94,602.43,1
voiceless,9,259,5.56,6,2,2,742.48,1,630,1
voices,6,10474,9.26,5,2,2,554.88,1,609.85,1
void,4,22817,10.04,3,1,1,553.52,1,627.52,1
voids,5,270,5.6,4,1,2,701.61,1,614.96,1
volcano,7,3054,8.02,7,3,2,617.38,0.94,586.63,1
volley,6,548,6.31,4,2,1,776.94,0.91,626.68,1
volleyball,10,2314,7.75,7,3,2,642.27,1,636.96,1
volt,4,4629,8.44,4,1,1,645,0.88,624.54,1
voltage,7,9131,9.12,6,2,2,671.55,0.97,670.08,1
volume,6,40289,10.6,6,2,1,631.16,0.94,582.56,1
volumes,7,7870,8.97,7,2,2,694.71,0.97,637.65,1
volunteer,9,8374,9.03,8,3,2,618.39,1,603.89,1
vomit,5,1313,7.18,5,2,1,661.69,0.94,624.68,1
vomiting,8,1320,7.19,7,3,2,743.34,0.94,688.52,1
voodoo,6,3326,8.11,4,2,1,689.7,0.88,678.31,1
vote,4,58103,10.97,3,1,1,593.25,1,578.24,1
voted,5,11153,9.32,5,2,2,601.06,1,630.15,1
voter,5,2022,7.61,4,2,2,630.82,0.97,587.07,1
voters,6,6518,8.78,5,2,3,646.73,0.91,612.81,1
votes,5,20959,9.95,4,1,2,568.31,1,630.37,1
voting,6,11949,9.39,5,2,2,690.03,1,654.48,1
