"Word","Length","Log_Freq_HAL","NPhon","NSyll","NMorph","I_Mean_RT","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Mean_Accuracy"
"confused","8","9.80","8","2","2","653.00","1.00","667.27","1.00"
"confront","8","7.76","8","2","2","756.21","1.00","694.52","0.96"
"confuse","7","8.54","7","2","1","703.80","1.00","673.22","1.00"
"confusion","9","9.34","8","3","2","683.97","1.00","680.13","1.00"
"Congo","5","6.77","5","2","1","689.41","1.00","641.32","1.00"
"congress","8","10.65","7","2","2","644.03","1.00","647.63","1.00"
"coil","4","8.13","3","1","1","711.44","0.97","615.89","1.00"
"coils","5","7.18","4","1","2","718.03","0.94","631.96","1.00"
"coin","4","8.76","3","1","1","618.35","0.94","598.00","0.96"
"coined","6","6.91","4","1","2","651.90","0.97","643.82","1.00"
"coins","5","8.40","4","1","2","567.56","0.97","604.96","1.00"
"Coke","4","8.36","3","1","1","560.15","0.97","578.69","1.00"
"cola","4","7.46","4","2","1","635.03","0.94","600.85","1.00"
"colder","6","6.90","5","2","2","722.84","0.97","660.89","1.00"
"collapse","8","8.61","6","2","1","668.61","1.00","617.11","1.00"
"collapsed","9","7.77","7","2","2","613.48","0.97","596.85","1.00"
"collapses","9","6.80","8","3","2","693.70","0.97","679.68","1.00"
"collapsing","10","6.77","8","3","2","711.62","1.00","633.56","0.96"
"collar","6","8.33","4","2","1","655.20","0.94","631.79","1.00"
"collars","7","6.97","5","2","2","670.56","0.97","643.46","0.97"
"collect","7","9.57","6","2","1","593.58","0.97","604.89","1.00"
"collected","9","9.02","8","3","2","711.94","0.97","633.72","1.00"
"collecting","10","9.09","8","3","2","726.12","1.00","623.21","0.97"
"collection","10","10.60","7","3","2","596.50","0.97","662.43","1.00"
"collective","10","8.94","8","3","2","670.29","1.00","696.96","1.00"
"collector","9","8.64","7","3","2","724.97","1.00","622.24","1.00"
"collectors","10","8.99","8","3","3","706.38","0.97","669.11","1.00"
"collects","8","7.60","7","2","2","633.18","1.00","640.35","1.00"
"college","7","11.26","5","2","1","713.24","1.00","653.22","0.96"
"colonial","8","7.97","8","3","3","738.91","1.00","650.74","1.00"
"colony","6","8.45","6","3","2","636.94","1.00","674.15","1.00"
"color","5","11.22","4","2","1","568.06","1.00","565.48","1.00"
"Colorado","8","9.82","8","4","1","585.41","1.00","630.67","0.96"
"colored","7","8.52","5","2","2","642.35","1.00","620.40","1.00"
"colorful","8","7.81","6","3","2","610.37","1.00","594.43","1.00"
"coloring","8","7.35","6","3","2","617.21","1.00","694.36","1.00"
"colorless","9","6.88","7","3","2","696.65","1.00","670.44","1.00"
"colt","4","7.57","4","1","1","610.06","1.00","624.59","0.96"
"Columbia","8","9.79","8","3","1","738.91","1.00","641.19","1.00"
"Columbus","8","8.89","8","3","1","636.50","1.00","668.68","1.00"
"column","6","9.67","5","2","1","649.06","1.00","648.56","1.00"
"columnist","9","7.40","8","3","2","661.53","0.97","703.11","1.00"
"columns","7","8.83","6","2","2","661.94","0.97","661.81","1.00"
"comb","4","7.39","3","1","1","685.03","0.97","606.74","1.00"
"combat","6","9.83","6","2","1","635.70","1.00","626.69","1.00"
"combined","8","9.55","7","2","2","611.03","1.00","667.75","1.00"
"combo","5","9.21","5","2","1","706.34","0.94","622.78","1.00"
"comeback","8","7.24","6","2","2","612.67","0.97","639.11","1.00"
"comedian","8","7.02","8","3","2","662.53","0.97","701.42","1.00"
"comedy","6","8.84","6","3","1","604.97","1.00","629.62","1.00"
"comes","5","11.55","4","1","2","710.85","1.00","665.16","1.00"
"comet","5","8.25","5","2","1","661.06","0.94","642.14","1.00"
"comfort","7","8.78","6","2","1","605.79","1.00","634.84","1.00"
"comic","5","9.75","5","2","1","594.03","1.00","593.52","1.00"
"comics","6","10.22","6","2","2","665.94","0.94","626.59","1.00"
"coming","6","11.20","5","2","2","624.63","0.97","629.43","1.00"
"command","7","11.35","6","2","2","590.38","1.00","683.35","1.00"
"commanded","9","7.77","8","3","3","742.42","1.00","661.64","1.00"
"commander","9","9.54","7","3","3","753.60","0.94","662.88","1.00"
"commanding","10","7.25","8","3","3","674.27","1.00","647.27","1.00"
"commands","8","10.14","7","2","3","635.94","0.97","686.30","1.00"
"comments","8","11.25","7","2","2","618.47","0.97","640.37","1.00"
"commercial","10","11.04","6","3","2","725.97","1.00","704.93","1.00"
"commission","10","9.91","6","3","3","624.52","0.94","674.19","1.00"
"committee","9","10.43","6","3","3","721.94","1.00","668.32","1.00"
"committing","10","7.96","7","3","3","632.09","1.00","670.48","1.00"
"common","6","11.48","5","2","1","602.65","1.00","622.08","1.00"
"commonly","8","9.26","7","3","2","641.44","1.00","646.30","1.00"
"comparing","9","9.10","8","3","2","673.29","1.00","644.62","1.00"
"companies","9","11.12","8","3","3","653.72","0.97","667.12","1.00"
"company","7","11.96","7","3","2","581.53","0.97","618.65","1.00"
"company's","9","8.85","8","3","3","624.53","0.97","629.57","1.00"
"compare","7","10.00","6","2","1","666.09","1.00","663.63","1.00"
"compared","8","10.24","7","2","2","629.65","1.00","623.07","1.00"
"compassion","10","8.27","7","3","3","734.94","0.97","674.36","1.00"
"clashes","7","6.79","6","2","2","730.62","0.97","704.92","1.00"
"complain","8","9.43","7","2","1","643.27","1.00","692.54","1.00"
"Clark","5","9.54","5","1","1","629.79","0.97","578.52","1.00"
"clash","5","8.34","4","1","1","584.76","1.00","608.11","1.00"
"class","5","11.45","4","1","1","570.55","1.00","579.74","1.00"
"classic","7","10.20","6","2","2","604.28","1.00","615.07","1.00"
"classical","9","9.40","7","3","3","636.97","1.00","633.81","1.00"
"classics","8","8.41","7","2","3","704.25","0.97","635.89","1.00"
"classified","10","8.74","8","3","3","751.94","0.97","612.00","1.00"
"classify","8","7.44","7","3","2","572.43","1.00","621.39","1.00"
"classmates","10","6.85","8","2","3","656.00","1.00","647.36","1.00"
"classroom","9","8.37","7","2","2","578.34","1.00","617.37","1.00"
"classrooms","10","6.79","8","2","3","655.88","1.00","618.48","1.00"
"clause","6","8.81","4","1","1","729.32","0.91","654.13","1.00"
"clearing","8","8.37","6","2","2","616.78","0.94","682.14","1.00"
"clearly","7","10.57","6","2","2","642.55","0.94","625.04","1.00"
"clearance","9","8.49","7","2","2","625.45","0.97","632.60","1.00"
"cleared","7","8.60","5","1","2","629.17","0.94","669.04","1.00"
"claw","4","7.69","3","1","1","620.94","0.94","638.96","1.00"
"claws","5","7.78","4","1","2","667.91","1.00","598.32","1.00"
"clay","4","9.29","3","1","1","581.38","1.00","593.31","1.00"
"clean","5","10.50","4","1","1","582.83","1.00","615.93","1.00"
"cleaned","7","8.42","5","1","2","628.03","1.00","658.23","1.00"
"cleaner","7","8.33","5","2","2","650.58","1.00","627.93","1.00"
"cleaners","8","6.80","6","2","3","713.44","1.00","647.68","1.00"
"cleaning","8","9.16","6","2","2","639.18","1.00","630.31","1.00"
"cleanly","7","7.05","6","2","2","642.24","1.00","634.81","1.00"
"clear","5","11.26","4","1","1","552.82","0.97","626.48","1.00"
"clears","6","8.47","5","1","2","611.16","0.91","641.14","1.00"
"clerk","5","7.91","4","1","1","592.44","0.94","613.50","1.00"
"clerks","6","6.80","5","1","2","591.85","0.97","613.85","1.00"
"Cleveland","9","9.05","8","2","2","733.50","1.00","657.68","1.00"
"cleverly","8","6.82","7","3","2","732.33","0.94","701.81","1.00"
"click","5","9.91","4","1","1","670.26","1.00","614.97","1.00"
"clicked","7","7.45","5","1","2","649.58","0.97","638.96","1.00"
"clicking","8","8.22","6","2","2","694.00","1.00","661.62","1.00"
"clicks","6","7.36","5","1","2","666.97","1.00","611.69","1.00"
"client","6","11.13","6","1","1","610.68","1.00","660.74","1.00"
"clients","7","10.43","7","1","2","691.18","1.00","646.46","1.00"
"client's","8","7.69","7","1","2","664.61","0.97","642.00","1.00"
"cliff","5","8.54","4","1","1","622.91","0.97","609.04","1.00"
"cliffs","6","7.25","5","1","2","678.00","0.94","675.44","1.00"
"climate","7","8.84","6","2","1","603.88","0.97","668.96","1.00"
"climax","6","7.81","7","2","1","623.72","0.97","604.08","1.00"
"climbed","7","7.75","5","1","2","640.66","1.00","596.04","1.00"
"climbing","8","8.68","6","2","2","614.61","1.00","641.26","1.00"
"climbs","6","7.15","5","1","2","629.03","0.97","683.08","1.00"
"cling","5","7.11","4","1","1","622.81","0.94","692.21","1.00"
"clinic","6","8.41","6","2","1","713.91","1.00","613.77","1.00"
"clinical","8","9.10","7","3","2","679.50","1.00","669.88","1.00"
"clinics","7","7.67","7","2","2","660.76","0.97","679.42","1.00"
"clip","4","8.89","4","1","1","613.23","1.00","599.48","1.00"
"clipboard","9","7.59","8","2","2","658.03","0.94","667.39","1.00"
"clipped","7","7.46","5","1","2","671.36","0.97","634.21","1.00"
"clipper","7","8.32","5","2","2","635.30","0.97","661.85","1.00"
"clips","5","8.56","5","1","2","588.78","0.97","600.07","1.00"
"clock","5","10.11","4","1","1","583.84","0.97","581.37","0.96"
"clocks","6","8.19","5","1","2","583.15","1.00","589.81","1.00"
"clockwise","9","6.86","7","2","2","702.74","1.00","682.70","0.96"
"clockwork","9","8.65","7","2","2","663.94","0.97","657.29","1.00"
"clone","5","11.05","4","1","1","623.34","0.97","586.44","1.00"
"close","5","11.35","4","1","1","542.71","1.00","590.43","1.00"
"closed","6","10.23","5","1","2","616.77","0.97","586.64","1.00"
"closing","7","9.34","6","2","2","590.74","1.00","597.75","1.00"
"closure","7","7.53","5","2","2","651.73","0.94","633.68","1.00"
"cloth","5","9.32","4","1","1","629.12","0.97","620.26","1.00"
"clothes","7","9.57","4","1","1","552.58","1.00","662.67","1.00"
"clothing","8","9.21","6","2","2","586.36","0.97","634.04","1.00"
"cloud","5","8.75","4","1","1","576.79","1.00","615.14","1.00"
"cloudy","6","6.95","5","2","2","566.48","0.94","602.34","1.00"
"clown","5","7.92","4","1","1","630.82","0.97","636.37","1.00"
"clowns","6","7.03","5","1","2","623.85","1.00","632.04","1.00"
"club","4","11.06","4","1","1","547.03","1.00","606.07","1.00"
"clubs","5","9.61","5","1","2","565.00","0.97","596.36","1.00"
"clue","4","9.79","3","1","1","585.91","1.00","637.21","1.00"
"clues","5","8.47","4","1","2","630.72","0.94","627.56","1.00"
"clumsy","6","7.23","6","2","1","702.52","0.97","600.55","1.00"
"cluster","7","8.86","6","2","1","665.72","1.00","635.82","1.00"
"clusters","8","7.93","7","2","2","711.00","1.00","649.08","1.00"
"clutch","6","7.91","4","1","1","628.84","0.97","634.32","1.00"
"coaches","7","7.83","5","2","2","678.73","1.00","673.04","1.00"
"coaching","8","7.58","5","2","2","677.66","0.94","672.45","1.00"
"coal","4","8.48","3","1","1","608.29","0.97","619.96","1.00"
"coarse","6","7.17","4","1","1","633.97","0.91","644.71","1.00"
"coast","5","10.01","4","1","1","643.50","0.94","635.57","1.00"
"coat","4","9.24","3","1","1","688.41","0.94","562.00","1.00"
"coating","7","7.64","5","2","2","580.42","0.94","629.52","1.00"
"coats","5","7.72","4","1","2","592.00","1.00","617.61","1.00"
"cobra","5","8.16","5","2","1","645.85","1.00","642.66","1.00"
"cocaine","7","8.50","5","2","1","652.24","0.97","668.36","1.00"
"code","4","11.91","3","1","1","658.84","0.97","598.14","1.00"
"coding","6","9.04","5","2","2","638.34","0.91","607.07","1.00"
"coffee","6","9.82","4","2","1","588.06","0.97","587.18","1.00"
"chick","5","8.06","3","1","1","565.97","0.97","601.78","1.00"
"chicken","7","9.35","5","2","2","575.09","1.00","686.43","1.00"
"chickens","8","7.46","6","2","3","618.94","1.00","673.56","1.00"
"chicks","6","6.99","4","1","2","655.12","1.00","658.68","1.00"
"child","5","11.08","4","1","1","622.21","0.94","588.85","1.00"
"childbirth","10","6.99","7","2","2","725.29","1.00","684.30","1.00"
"childhood","9","8.62","7","2","2","646.45","1.00","681.82","1.00"
"childish","8","7.97","6","2","2","662.94","0.94","694.32","1.00"
"children's","10","8.91","8","2","3","600.85","1.00","638.96","1.00"
"chill","5","8.18","3","1","1","640.37","1.00","647.70","1.00"
"chilling","8","7.18","5","2","2","628.42","0.97","654.41","1.00"
"chin","4","8.47","3","1","1","638.56","0.97","636.76","1.00"
"China","5","10.42","4","2","1","617.73","1.00","620.33","1.00"
"China's","7","7.86","5","2","2","620.13","0.97","627.19","1.00"
"Chinese","7","10.53","5","2","2","653.58","0.97","633.85","1.00"
"chipped","7","7.23","4","1","2","677.30","0.97","645.07","1.00"
"chips","5","9.93","4","1","2","604.00","0.97","635.21","1.00"
"choice","6","11.09","3","1","1","550.88","1.00","586.33","1.00"
"choices","7","9.51","5","2","2","660.85","0.97","664.00","1.00"
"choir","5","7.66","4","1","1","593.12","0.97","654.15","1.00"
"choke","5","7.99","3","1","1","596.88","0.97","608.78","1.00"
"choked","6","6.96","4","1","2","655.52","0.94","646.92","1.00"
"choking","7","6.97","5","2","2","610.60","0.94","632.75","1.00"
"chooses","7","8.22","5","2","2","693.03","0.97","654.48","0.96"
"choosing","8","8.86","5","2","2","583.75","0.94","662.58","1.00"
"chop","4","7.75","3","1","1","639.79","1.00","651.33","1.00"
"chopped","7","8.20","4","1","2","631.33","0.97","627.73","1.00"
"chopper","7","6.74","4","2","2","709.65","1.00","644.57","1.00"
"chops","5","6.79","4","1","2","571.25","1.00","604.46","1.00"
"chorus","6","8.70","5","2","2","671.53","0.97","634.52","1.00"
"chosen","6","9.61","4","2","2","640.52","1.00","621.48","1.00"
"Christ","6","9.91","5","1","1","568.97","1.00","642.96","1.00"
"chronic","7","8.46","6","2","2","686.63","0.97","650.26","1.00"
"chronicle","9","7.66","7","3","2","660.00","1.00","676.18","1.00"
"Christian","9","10.69","8","2","2","645.84","0.97","648.04","1.00"
"Christmas","9","9.45","7","2","2","716.91","1.00","611.31","1.00"
"Christ's","8","7.26","6","1","2","697.03","1.00","685.11","1.00"
"chrome","6","7.94","4","1","1","695.69","0.94","691.29","1.00"
"chronicles","10","8.32","8","3","3","727.25","0.97","672.73","1.00"
"chuckle","7","7.36","4","2","1","611.47","1.00","660.00","1.00"
"chuckled","8","6.69","5","2","2","654.89","1.00","663.75","1.00"
"chunks","6","8.08","5","1","2","641.42","0.97","648.73","1.00"
"chunky","6","7.15","5","2","2","652.24","1.00","680.56","1.00"
"church","6","10.80","3","1","1","612.47","0.97","602.15","1.00"
"Churchill","9","7.60","5","2","1","698.12","0.97","652.30","1.00"
"cigar","5","7.12","5","2","1","678.76","1.00","673.73","1.00"
"cinema","6","8.08","6","3","1","747.34","0.97","696.82","1.00"
"circle","6","9.90","4","2","1","634.13","0.94","635.14","0.97"
"circles","7","8.81","5","2","2","687.28","0.97","630.41","1.00"
"circular","8","8.52","7","3","2","770.71","1.00","691.52","1.00"
"cited","5","8.89","5","2","2","597.22","0.97","645.36","1.00"
"cities","6","9.79","5","2","2","575.50","1.00","670.25","1.00"
"citing","6","7.69","5","2","2","742.26","0.94","692.33","1.00"
"citizen","7","9.80","6","3","1","613.86","1.00","625.54","1.00"
"citizens","8","10.18","7","3","2","661.31","0.97","658.30","1.00"
"city","4","11.53","4","2","1","578.52","0.97","590.52","1.00"
"city's","6","7.35","5","2","2","630.72","0.94","666.86","1.00"
"civic","5","8.08","5","2","1","679.73","0.97","701.27","1.00"
"civil","5","10.24","4","2","1","609.45","1.00","634.31","1.00"
"civilized","9","8.30","7","3","3","730.57","0.94","698.78","0.96"
"claim","5","10.94","4","1","1","588.48","0.97","671.46","1.00"
"claimed","7","9.84","5","1","2","664.28","0.97","613.96","1.00"
"claims","6","10.43","5","1","2","627.47","1.00","586.41","1.00"
"Claire","6","7.73","4","1","1","660.63","0.94","643.81","0.96"
"clamp","5","7.38","5","1","1","616.65","0.97","607.26","1.00"
"clamps","6","6.76","6","1","2","692.61","0.97","633.81","1.00"
"clap","4","6.84","4","1","1","612.24","1.00","626.38","1.00"
"clarified","9","7.17","8","3","3","763.56","1.00","667.85","1.00"
"clarify","7","8.66","7","3","2","637.37","0.97","635.29","1.00"
"caves","5","7.93","4","1","2","685.24","1.00","679.86","1.00"
"ceiling","7","8.52","5","2","1","660.61","0.97","699.46","1.00"
"cell","4","9.69","3","1","1","625.87","1.00","686.07","1.00"
"cellar","6","7.04","4","2","1","643.97","0.97","700.41","1.00"
"cells","5","10.27","4","1","2","653.13","0.94","645.85","1.00"
"centers","7","9.00","6","2","2","664.19","0.97","681.72","1.00"
"censor","6","8.20","5","2","2","687.67","0.97","642.32","1.00"
"censored","8","7.97","6","2","3","711.13","0.94","690.39","1.00"
"censors","7","7.23","6","2","3","667.19","0.94","670.15","1.00"
"cent","4","8.75","4","1","1","675.97","1.00","672.62","1.00"
"center","6","11.38","5","2","1","560.78","1.00","580.37","1.00"
"central","7","10.66","7","2","2","608.06","1.00","634.59","1.00"
"cents","5","10.30","5","1","2","616.53","1.00","623.80","1.00"
"century","7","10.37","7","3","1","660.81","0.94","674.27","1.00"
"certain","7","11.31","4","2","1","612.70","0.97","692.32","1.00"
"certainly","9","11.19","6","3","2","676.53","1.00","665.39","1.00"
"certified","9","9.38","7","3","3","681.06","1.00","690.26","1.00"
"chain","5","10.06","3","1","1","552.33","1.00","652.07","1.00"
"chair","5","9.83","3","1","1","607.03","0.97","606.57","1.00"
"chairman","8","9.33","6","2","2","639.72","1.00","664.71","1.00"
"chairs","6","8.04","4","1","2","625.00","1.00","612.11","1.00"
"chalk","5","7.42","3","1","1","640.79","0.97","603.68","1.00"
"challenged","10","8.51","7","2","2","715.58","0.91","642.39","1.00"
"challenger","10","7.20","7","3","2","734.13","0.94","662.48","1.00"
"challenges","10","8.57","8","3","2","723.09","1.00","669.75","1.00"
"chambers","8","8.34","6","2","2","679.82","1.00","697.85","1.00"
"champ","5","7.84","4","1","1","666.35","0.97","640.14","1.00"
"champions","9","8.42","8","2","2","722.53","1.00","695.69","1.00"
"champs","6","7.34","5","1","2","634.52","0.94","661.28","1.00"
"chance","6","10.98","4","1","1","587.42","0.97","618.31","1.00"
"chances","7","9.46","6","2","2","604.03","1.00","669.29","1.00"
"change","6","11.96","4","1","1","629.94","0.97","596.38","1.00"
"changes","7","10.98","6","2","2","565.06","1.00","624.48","1.00"
"changing","8","10.30","6","2","2","604.27","0.97","677.48","1.00"
"channel","7","10.60","4","2","1","627.90","0.97","642.08","1.00"
"channels","8","9.69","5","2","2","667.94","1.00","600.88","1.00"
"chaos","5","9.87","4","2","1","739.24","1.00","674.68","1.00"
"chapel","6","7.98","4","2","1","699.85","0.97","670.82","1.00"
"chapter","7","10.04","5","2","1","637.39","0.94","615.63","1.00"
"chapters","8","8.57","6","2","2","649.30","1.00","635.11","1.00"
"character","9","11.06","7","3","1","590.63","1.00","642.83","1.00"
"characters","10","10.86","8","3","2","687.71","1.00","639.37","1.00"
